candidate_region,Votes,pct_cast_web,pct_registered_web,rejected_ballotpapers,pct_rejected_web,total_votes,total_registered,turnout_web
"MAGANDE Ngandu P ,NMP",16,0.14%,0.09%,,,,,
"KAUNDA Tilyenji C ,UNIP",15,0.14%,0.09%,,,,,
"MILUPI Charles L ,ADD",8,0.07%,0.05%,,,,,
"MIYANDA Godfrey K ,HERITAGE",6,0.05%,0.03%,,,,,
"MUTESA Fredrick  ,ZED",6,0.05%,0.03%,,,,,
,"10,936",,,170,1.53%,"11,106","17,561",63.24%
00000103 CHAVUMA,,,,,,,,
"BANDA Rupiah B ,MMD","6,042",61.37%,35.79%,,,,,
"HICHILEMA Hakainde  ,UPND","3,288",33.40%,19.48%,,,,,
"SATA Micheal C ,PF",238,2.42%,1.41%,,,,,
"NAWAKWI Edith Z ,FDD",37,0.38%,0.22%,,,,,
"MIYANDA Godfrey K ,HERITAGE",15,0.15%,0.09%,,,,,
"MILUPI Charles L ,ADD",14,0.14%,0.08%,,,,,
"KAUNDA Tilyenji C ,UNIP",13,0.13%,0.08%,,,,,
"CHIPIMO Elias C ,NAREP",13,0.13%,0.08%,,,,,
"MAGANDE Ngandu P ,NMP",8,0.08%,0.05%,,,,,
"MUTESA Fredrick  ,ZED",3,0.03%,0.02%,,,,,
,"9,671",,,174,1.77%,"9,845","16,883",58.31%
00000104 KABOMPO EAST,,,,,,,,
"BANDA Rupiah B ,MMD","6,328",54.36%,32.09%,,,,,
"HICHILEMA Hakainde  ,UPND","4,619",39.68%,23.42%,,,,,
"SATA Micheal C ,PF",446,3.83%,2.26%,,,,,
"NAWAKWI Edith Z ,FDD",58,0.50%,0.29%,,,,,
"MILUPI Charles L ,ADD",40,0.34%,0.20%,,,,,
"MUTESA Fredrick  ,ZED",35,0.30%,0.18%,,,,,
"CHIPIMO Elias C ,NAREP",33,0.28%,0.17%,,,,,
"KAUNDA Tilyenji C ,UNIP",30,0.26%,0.15%,,,,,
"MAGANDE Ngandu P ,NMP",24,0.21%,0.12%,,,,,
"MIYANDA Godfrey K ,HERITAGE",12,0.10%,0.06%,,,,,
,"11,625",,,16,0.14%,"11,641","19,719",59.03%
00000105 KABOMPO WEST,,,,,,,,
"BANDA Rupiah B ,MMD","5,258",51.78%,27.00%,,,,,
"HICHILEMA Hakainde  ,UPND","3,602",35.47%,18.50%,,,,,
"SATA Micheal C ,PF",885,8.72%,4.54%,,,,,
"CHIPIMO Elias C ,NAREP",31,0.31%,0.16%,,,,,
"KAUNDA Tilyenji C ,UNIP",29,0.29%,0.15%,,,,,
"MIYANDA Godfrey K ,HERITAGE",20,0.20%,0.10%,,,,,
"NAWAKWI Edith Z ,FDD",18,0.18%,0.09%,,,,,
"MAGANDE Ngandu P ,NMP",14,0.14%,0.07%,,,,,
"MILUPI Charles L ,ADD",13,0.13%,0.07%,,,,,
"MUTESA Fredrick  ,ZED",8,0.08%,0.04%,,,,,
,"9,878",,,276,2.72%,"10,154","19,473",52.14%
00000106 KASEMPA,,,,,,,,
"BANDA Rupiah B ,MMD","10,550",64.79%,35.88%,,,,,
"HICHILEMA Hakainde  ,UPND","3,945",24.23%,13.42%,,,,,
"SATA Micheal C ,PF","1,060",6.51%,3.61%,,,,,
"KAUNDA Tilyenji C ,UNIP",150,0.92%,0.51%,,,,,
"MAGANDE Ngandu P ,NMP",77,0.47%,0.26%,,,,,
"CHIPIMO Elias C ,NAREP",30,0.18%,0.10%,,,,,
"MIYANDA Godfrey K ,HERITAGE",22,0.14%,0.07%,,,,,
"MILUPI Charles L ,ADD",19,0.12%,0.06%,,,,,
"NAWAKWI Edith Z ,FDD",10,0.06%,0.03%,,,,,
"MUTESA Fredrick  ,ZED",3,0.02%,0.01%,,,,,
,"15,866",,,418,2.57%,"16,284","29,403",55.38%
00000107 MUFUMBWE,,,,,,,,
"BANDA Rupiah B ,MMD","9,194",54.50%,34.02%,,,,,
"HICHILEMA Hakainde  ,UPND","6,034",35.77%,22.33%,,,,,
"SATA Micheal C ,PF","1,019",6.04%,3.77%,,,,,
"KAUNDA Tilyenji C ,UNIP",74,0.44%,0.27%,,,,,
"CHIPIMO Elias C ,NAREP",44,0.26%,0.16%,,,,,
"MILUPI Charles L ,ADD",26,0.15%,0.10%,,,,,
"MAGANDE Ngandu P ,NMP",23,0.14%,0.09%,,,,,
"MIYANDA Godfrey K ,HERITAGE",18,0.11%,0.07%,,,,,
"MUTESA Fredrick  ,ZED",8,0.05%,0.03%,,,,,
"NAWAKWI Edith Z ,FDD",2,0.01%,0.01%,,,,,
,"16,442",,,429,2.54%,"16,871","27,027",62.42%
00000108 MWINILUNGA,,,,,,,,
"HICHILEMA Hakainde  ,UPND","14,897",52.86%,32.28%,,,,,
"BANDA Rupiah B ,MMD","11,432",40.57%,24.78%,,,,,
"SATA Micheal C ,PF",710,2.52%,1.54%,,,,,
"CHIPIMO Elias C ,NAREP",109,0.39%,0.24%,,,,,
"KAUNDA Tilyenji C ,UNIP",67,0.24%,0.15%,,,,,
"MIYANDA Godfrey K ,HERITAGE",52,0.18%,0.11%,,,,,
"MILUPI Charles L ,ADD",46,0.16%,0.10%,,,,,
"MAGANDE Ngandu P ,NMP",35,0.12%,0.08%,,,,,
"MUTESA Fredrick  ,ZED",21,0.07%,0.05%,,,,,
"NAWAKWI Edith Z ,FDD",7,0.02%,0.02%,,,,,
,"27,376",,,805,2.86%,"28,181","46,143",61.07%
00000109 IKELENG'I,,,,,,,,
"BANDA Rupiah B ,MMD","6,413",60.97%,39.58%,,,,,
"HICHILEMA Hakainde  ,UPND","2,835",26.95%,17.50%,,,,,
"SATA Micheal C ,PF",755,7.18%,4.66%,,,,,
"CHIPIMO Elias C ,NAREP",43,0.41%,0.27%,,,,,
"KAUNDA Tilyenji C ,UNIP",35,0.33%,0.22%,,,,,
"MILUPI Charles L ,ADD",32,0.30%,0.20%,,,,,
"MAGANDE Ngandu P ,NMP",14,0.13%,0.09%,,,,,
"MIYANDA Godfrey K ,HERITAGE",11,0.10%,0.07%,,,,,
"NAWAKWI Edith Z ,FDD",10,0.10%,0.06%,,,,,
"MUTESA Fredrick  ,ZED",10,0.10%,0.06%,,,,,
,"10,158",,,361,3.43%,"10,519","16,204",64.92%
00000110 SOLWEZI CENTRAL,,,,,,,,
"BANDA Rupiah B ,MMD","10,855",39.26%,20.52%,,,,,
"SATA Micheal C ,PF","8,543",30.90%,16.15%,,,,,
"HICHILEMA Hakainde  ,UPND","7,548",27.30%,14.27%,,,,,
"MAGANDE Ngandu P ,NMP",84,0.30%,0.16%,,,,,
"NAWAKWI Edith Z ,FDD",55,0.20%,0.10%,,,,,
"KAUNDA Tilyenji C ,UNIP",44,0.16%,0.08%,,,,,
"CHIPIMO Elias C ,NAREP",33,0.12%,0.06%,,,,,
"MIYANDA Godfrey K ,HERITAGE",25,0.09%,0.05%,,,,,
"MILUPI Charles L ,ADD",19,0.07%,0.04%,,,,,
"MUTESA Fredrick  ,ZED",2,0.01%,0.00%,,,,,
,"27,208",,,439,1.59%,"27,647","52,900",52.26%
00000111 SOLWEZI EAST,,,,,,,,
"BANDA Rupiah B ,MMD","4,918",58.04%,24.10%,,,,,
"HICHILEMA Hakainde  ,UPND","2,030",23.96%,9.95%,,,,,
"SATA Micheal C ,PF","1,072",12.65%,5.25%,,,,,
"MAGANDE Ngandu P ,NMP",52,0.61%,0.25%,,,,,
"CHIPIMO Elias C ,NAREP",33,0.39%,0.16%,,,,,
"KAUNDA Tilyenji C ,UNIP",33,0.39%,0.16%,,,,,
"NAWAKWI Edith Z ,FDD",22,0.26%,0.11%,,,,,
"MIYANDA Godfrey K ,HERITAGE",13,0.15%,0.06%,,,,,
"MUTESA Fredrick  ,ZED",13,0.15%,0.06%,,,,,
"MILUPI Charles L ,ADD",9,0.11%,0.04%,,,,,
,"8,195",,,279,3.29%,"8,474","20,406",41.53%
00000112 SOLWEZI WEST,,,,,,,,
"BANDA Rupiah B ,MMD","7,775",48.86%,23.33%,,,,,
"HICHILEMA Hakainde  ,UPND","4,815",30.26%,14.45%,,,,,
"SATA Micheal C ,PF","2,362",14.84%,7.09%,,,,,
"MAGANDE Ngandu P ,NMP",160,1.01%,0.48%,,,,,
"KAUNDA Tilyenji C ,UNIP",70,0.44%,0.21%,,,,,
"CHIPIMO Elias C ,NAREP",58,0.36%,0.17%,,,,,
"NAWAKWI Edith Z ,FDD",41,0.26%,0.12%,,,,,
"MILUPI Charles L ,ADD",39,0.25%,0.12%,,,,,
"MIYANDA Godfrey K ,HERITAGE",27,0.17%,0.08%,,,,,
"MUTESA Fredrick  ,ZED",18,0.11%,0.05%,,,,,
,"15,365",,,549,3.45%,"15,914","33,320",47.76%
00000113 ZAMBEZI EAST,,,,,,,,
"BANDA Rupiah B ,MMD","6,742",52.63%,28.11%,,,,,
"HICHILEMA Hakainde  ,UPND","4,598",35.89%,19.17%,,,,,
"SATA Micheal C ,PF","1,199",9.36%,5.00%,,,,,
"CHIPIMO Elias C ,NAREP",81,0.63%,0.34%,,,,,
"MILUPI Charles L ,ADD",50,0.39%,0.21%,,,,,
"MAGANDE Ngandu P ,NMP",28,0.22%,0.12%,,,,,
"NAWAKWI Edith Z ,FDD",28,0.22%,0.12%,,,,,
"KAUNDA Tilyenji C ,UNIP",25,0.20%,0.10%,,,,,
"MIYANDA Godfrey K ,HERITAGE",19,0.15%,0.08%,,,,,
"MUTESA Fredrick  ,ZED",11,0.09%,0.05%,,,,,
,"12,781",,,30,0.23%,"12,811","23,986",53.41%
00000114 ZAMBEZI WEST,,,,,,,,
"HICHILEMA Hakainde  ,UPND","2,843",57.88%,27.86%,,,,,
"BANDA Rupiah B ,MMD","1,487",30.27%,14.57%,,,,,
"SATA Micheal C ,PF",501,10.20%,4.91%,,,,,
"CHIPIMO Elias C ,NAREP",20,0.41%,0.20%,,,,,
"KAUNDA Tilyenji C ,UNIP",14,0.29%,0.14%,,,,,
"NAWAKWI Edith Z ,FDD",13,0.26%,0.13%,,,,,
"MILUPI Charles L ,ADD",9,0.18%,0.09%,,,,,
"MAGANDE Ngandu P ,NMP",8,0.16%,0.08%,,,,,
"MIYANDA Godfrey K ,HERITAGE",7,0.14%,0.07%,,,,,
"MUTESA Fredrick  ,ZED",1,0.02%,0.01%,,,,,
,"4,903",,,9,0.18%,"4,912","10,206",48.13%
00000115 CHOMA CENTRAL,,,,,,,,
"HICHILEMA Hakainde  ,UPND","20,819",74.76%,41.58%,,,,,
"BANDA Rupiah B ,MMD","4,412",15.84%,8.81%,,,,,
"SATA Micheal C ,PF","1,655",5.94%,3.31%,,,,,
"KAUNDA Tilyenji C ,UNIP",95,0.34%,0.19%,,,,,
"CHIPIMO Elias C ,NAREP",90,0.32%,0.18%,,,,,
"MAGANDE Ngandu P ,NMP",65,0.23%,0.13%,,,,,
"MIYANDA Godfrey K ,HERITAGE",61,0.22%,0.12%,,,,,
"MILUPI Charles L ,ADD",53,0.19%,0.11%,,,,,
"NAWAKWI Edith Z ,FDD",19,0.07%,0.04%,,,,,
"MUTESA Fredrick  ,ZED",16,0.06%,0.03%,,,,,
,"27,285",,,562,2.02%,"27,847","50,072",55.61%
00000116 MBABALA,,,,,,,,
"HICHILEMA Hakainde  ,UPND","11,756",78.61%,47.63%,,,,,
"BANDA Rupiah B ,MMD","2,762",18.47%,11.19%,,,,,
"SATA Micheal C ,PF",197,1.32%,0.80%,,,,,
"CHIPIMO Elias C ,NAREP",64,0.43%,0.26%,,,,,
"KAUNDA Tilyenji C ,UNIP",40,0.27%,0.16%,,,,,
"MILUPI Charles L ,ADD",30,0.20%,0.12%,,,,,
"MIYANDA Godfrey K ,HERITAGE",23,0.15%,0.09%,,,,,
"MAGANDE Ngandu P ,NMP",15,0.10%,0.06%,,,,,
"MUTESA Fredrick  ,ZED",5,0.03%,0.02%,,,,,
"NAWAKWI Edith Z ,FDD",2,0.01%,0.01%,,,,,
,"14,894",,,60,0.40%,"14,954","24,683",60.58%
00000117 PEMBA,,,,,,,,
"HICHILEMA Hakainde  ,UPND","12,532",81.91%,50.42%,,,,,
"BANDA Rupiah B ,MMD","2,193",14.33%,8.82%,,,,,
"SATA Micheal C ,PF",153,1.00%,0.62%,,,,,
"NAWAKWI Edith Z ,FDD",128,0.84%,0.51%,,,,,
"KAUNDA Tilyenji C ,UNIP",80,0.52%,0.32%,,,,,
"CHIPIMO Elias C ,NAREP",68,0.44%,0.27%,,,,,
"MIYANDA Godfrey K ,HERITAGE",48,0.31%,0.19%,,,,,
"MAGANDE Ngandu P ,NMP",31,0.20%,0.12%,,,,,
"MILUPI Charles L ,ADD",21,0.14%,0.08%,,,,,
"MUTESA Fredrick  ,ZED",13,0.08%,0.05%,,,,,
,"15,267",,,32,0.21%,"15,299","24,856",61.55%
00000118 GWEMBE,,,,,,,,
"HICHILEMA Hakainde  ,UPND","12,361",82.78%,53.65%,,,,,
"BANDA Rupiah B ,MMD","1,617",10.83%,7.02%,,,,,
"SATA Micheal C ,PF",236,1.58%,1.02%,,,,,
"KAUNDA Tilyenji C ,UNIP",81,0.54%,0.35%,,,,,
"MIYANDA Godfrey K ,HERITAGE",72,0.48%,0.31%,,,,,
"CHIPIMO Elias C ,NAREP",50,0.33%,0.22%,,,,,
"NAWAKWI Edith Z ,FDD",42,0.28%,0.18%,,,,,
"MAGANDE Ngandu P ,NMP",41,0.27%,0.18%,,,,,
"MILUPI Charles L ,ADD",28,0.19%,0.12%,,,,,
"MUTESA Fredrick  ,ZED",26,0.17%,0.11%,,,,,
,"14,554",,,378,2.53%,"14,932","23,042",64.80%
00000119 DUNDUMWEZI,,,,,,,,
"HICHILEMA Hakainde  ,UPND","15,253",89.59%,53.90%,,,,,
"BANDA Rupiah B ,MMD","1,060",6.23%,3.75%,,,,,
"SATA Micheal C ,PF",114,0.67%,0.40%,,,,,
"MIYANDA Godfrey K ,HERITAGE",62,0.36%,0.22%,,,,,
"CHIPIMO Elias C ,NAREP",57,0.33%,0.20%,,,,,
"KAUNDA Tilyenji C ,UNIP",57,0.33%,0.20%,,,,,
"MAGANDE Ngandu P ,NMP",20,0.12%,0.07%,,,,,
"MILUPI Charles L ,ADD",14,0.08%,0.05%,,,,,
"MUTESA Fredrick  ,ZED",8,0.05%,0.03%,,,,,
"NAWAKWI Edith Z ,FDD",5,0.03%,0.02%,,,,,
,"16,650",,,375,2.20%,"17,025","28,300",60.16%
00000120 KALOMO CENTRAL,,,,,,,,
"HICHILEMA Hakainde  ,UPND","16,569",76.82%,43.65%,,,,,
"BANDA Rupiah B ,MMD","3,470",16.09%,9.14%,,,,,
"SATA Micheal C ,PF",594,2.75%,1.56%,,,,,
"MAGANDE Ngandu P ,NMP",299,1.39%,0.79%,,,,,
"KAUNDA Tilyenji C ,UNIP",88,0.41%,0.23%,,,,,
"MIYANDA Godfrey K ,HERITAGE",47,0.22%,0.12%,,,,,
"CHIPIMO Elias C ,NAREP",45,0.21%,0.12%,,,,,
"MILUPI Charles L ,ADD",30,0.14%,0.08%,,,,,
"MUTESA Fredrick  ,ZED",21,0.10%,0.06%,,,,,
"NAWAKWI Edith Z ,FDD",17,0.08%,0.04%,,,,,
,"21,180",,,390,1.81%,"21,570","37,960",56.82%
00000121 KATOMBOLA,,,,,,,,
"HICHILEMA Hakainde  ,UPND","13,790",58.11%,32.11%,,,,,
"BANDA Rupiah B ,MMD","7,956",33.52%,18.53%,,,,,
"SATA Micheal C ,PF",998,4.21%,2.32%,,,,,
"MILUPI Charles L ,ADD",157,0.66%,0.37%,,,,,
"KAUNDA Tilyenji C ,UNIP",106,0.45%,0.25%,,,,,
"CHIPIMO Elias C ,NAREP",75,0.32%,0.17%,,,,,
"MAGANDE Ngandu P ,NMP",72,0.30%,0.17%,,,,,
"MIYANDA Godfrey K ,HERITAGE",60,0.25%,0.14%,,,,,
"MUTESA Fredrick  ,ZED",28,0.12%,0.07%,,,,,
"NAWAKWI Edith Z ,FDD",22,0.09%,0.05%,,,,,
,"23,264",,,468,1.97%,"23,732","42,945",55.26%
00000122 MAPATIZYA,,,,,,,,
"HICHILEMA Hakainde  ,UPND","10,151",68.60%,38.75%,,,,,
"BANDA Rupiah B ,MMD","4,062",27.45%,15.50%,,,,,
"SATA Micheal C ,PF",266,1.80%,1.02%,,,,,
"KAUNDA Tilyenji C ,UNIP",77,0.52%,0.29%,,,,,
"MIYANDA Godfrey K ,HERITAGE",75,0.51%,0.29%,,,,,
"CHIPIMO Elias C ,NAREP",58,0.39%,0.22%,,,,,
"MILUPI Charles L ,ADD",28,0.19%,0.11%,,,,,
"MAGANDE Ngandu P ,NMP",27,0.18%,0.10%,,,,,
"NAWAKWI Edith Z ,FDD",12,0.08%,0.05%,,,,,
"MUTESA Fredrick  ,ZED",8,0.05%,0.03%,,,,,
,"14,764",,,34,0.23%,"14,798","26,199",56.48%
00000123 LIVINGSTONE,,,,,,,,
"BANDA Rupiah B ,MMD","13,255",33.83%,19.57%,,,,,
"HICHILEMA Hakainde  ,UPND","13,253",33.83%,19.57%,,,,,
"SATA Micheal C ,PF","11,591",29.58%,17.11%,,,,,
"MILUPI Charles L ,ADD",344,0.88%,0.51%,,,,,
"MAGANDE Ngandu P ,NMP",125,0.32%,0.18%,,,,,
"KAUNDA Tilyenji C ,UNIP",62,0.16%,0.09%,,,,,
"CHIPIMO Elias C ,NAREP",55,0.14%,0.08%,,,,,
"MIYANDA Godfrey K ,HERITAGE",41,0.10%,0.06%,,,,,
"NAWAKWI Edith Z ,FDD",35,0.09%,0.05%,,,,,
"MUTESA Fredrick  ,ZED",13,0.03%,0.02%,,,,,
,"38,774",,,405,1.03%,"39,179","67,730",57.85%
00000124 CHIKANKATA,,,,,,,,
"HICHILEMA Hakainde  ,UPND","11,543",72.34%,40.09%,,,,,
"BANDA Rupiah B ,MMD","3,468",21.73%,12.05%,,,,,
"SATA Micheal C ,PF",713,4.47%,2.48%,,,,,
"CHIPIMO Elias C ,NAREP",45,0.28%,0.16%,,,,,
"KAUNDA Tilyenji C ,UNIP",40,0.25%,0.14%,,,,,
"MAGANDE Ngandu P ,NMP",37,0.23%,0.13%,,,,,
"MIYANDA Godfrey K ,HERITAGE",27,0.17%,0.09%,,,,,
"MILUPI Charles L ,ADD",18,0.11%,0.06%,,,,,
"MUTESA Fredrick  ,ZED",14,0.09%,0.05%,,,,,
"NAWAKWI Edith Z ,FDD",8,0.05%,0.03%,,,,,
,"15,913",,,44,0.28%,"15,957","28,791",55.42%
00000125 MAGOYE,,,,,,,,
"HICHILEMA Hakainde  ,UPND","12,219",82.05%,48.03%,,,,,
"BANDA Rupiah B ,MMD","2,074",13.93%,8.15%,,,,,
"SATA Micheal C ,PF",327,2.20%,1.29%,,,,,
"MAGANDE Ngandu P ,NMP",44,0.30%,0.17%,,,,,
"KAUNDA Tilyenji C ,UNIP",43,0.29%,0.17%,,,,,
"MIYANDA Godfrey K ,HERITAGE",42,0.28%,0.17%,,,,,
"CHIPIMO Elias C ,NAREP",36,0.24%,0.14%,,,,,
"MILUPI Charles L ,ADD",18,0.12%,0.07%,,,,,
"NAWAKWI Edith Z ,FDD",18,0.12%,0.07%,,,,,
"MUTESA Fredrick  ,ZED",7,0.05%,0.03%,,,,,
,"14,828",,,65,0.44%,"14,893","25,438",58.55%
00000126 MAZABUKA CENTRAL,,,,,,,,
"HICHILEMA Hakainde  ,UPND","14,258",64.41%,33.50%,,,,,
"BANDA Rupiah B ,MMD","4,469",20.19%,10.50%,,,,,
"SATA Micheal C ,PF","3,176",14.35%,7.46%,,,,,
"KAUNDA Tilyenji C ,UNIP",42,0.19%,0.10%,,,,,
"MAGANDE Ngandu P ,NMP",39,0.18%,0.09%,,,,,
"CHIPIMO Elias C ,NAREP",29,0.13%,0.07%,,,,,
"MILUPI Charles L ,ADD",23,0.10%,0.05%,,,,,
"MIYANDA Godfrey K ,HERITAGE",10,0.05%,0.02%,,,,,
"NAWAKWI Edith Z ,FDD",9,0.04%,0.02%,,,,,
"MUTESA Fredrick  ,ZED",1,0.00%,0.00%,,,,,
,"22,056",,,81,0.37%,"22,137","42,564",52.01%
00000127 BWEENGWA,,,,,,,,
"HICHILEMA Hakainde  ,UPND","13,286",90.47%,60.62%,,,,,
"BANDA Rupiah B ,MMD","1,049",7.14%,4.79%,,,,,
"SATA Micheal C ,PF",192,1.31%,0.88%,,,,,
"KAUNDA Tilyenji C ,UNIP",45,0.31%,0.21%,,,,,
"CHIPIMO Elias C ,NAREP",31,0.21%,0.14%,,,,,
"MIYANDA Godfrey K ,HERITAGE",18,0.12%,0.08%,,,,,
"MAGANDE Ngandu P ,NMP",15,0.10%,0.07%,,,,,
"MUTESA Fredrick  ,ZED",12,0.08%,0.05%,,,,,
"MILUPI Charles L ,ADD",10,0.07%,0.05%,,,,,
"NAWAKWI Edith Z ,FDD",3,0.02%,0.01%,,,,,
,"14,661",,,25,0.17%,"14,686","21,918",67.00%
00000128 MONZE CENTRAL,,,,,,,,
"HICHILEMA Hakainde  ,UPND","21,373",81.84%,51.19%,,,,,
"BANDA Rupiah B ,MMD","2,981",11.41%,7.14%,,,,,
"SATA Micheal C ,PF","1,177",4.51%,2.82%,,,,,
"CHIPIMO Elias C ,NAREP",364,1.39%,0.87%,,,,,
"KAUNDA Tilyenji C ,UNIP",67,0.26%,0.16%,,,,,
"MIYANDA Godfrey K ,HERITAGE",37,0.14%,0.09%,,,,,
"MILUPI Charles L ,ADD",23,0.09%,0.06%,,,,,
"MAGANDE Ngandu P ,NMP",22,0.08%,0.05%,,,,,
"NAWAKWI Edith Z ,FDD",18,0.07%,0.04%,,,,,
"MUTESA Fredrick  ,ZED",9,0.03%,0.02%,,,,,
,"26,071",,,45,0.17%,"26,116","41,749",62.55%
00000129 MOOMBA,,,,,,,,
"HICHILEMA Hakainde  ,UPND","8,236",86.98%,56.19%,,,,,
"BANDA Rupiah B ,MMD",941,9.94%,6.42%,,,,,
"SATA Micheal C ,PF",120,1.27%,0.82%,,,,,
"KAUNDA Tilyenji C ,UNIP",36,0.38%,0.25%,,,,,
"NAWAKWI Edith Z ,FDD",25,0.26%,0.17%,,,,,
"MIYANDA Godfrey K ,HERITAGE",23,0.24%,0.16%,,,,,
"CHIPIMO Elias C ,NAREP",22,0.23%,0.15%,,,,,
"MILUPI Charles L ,ADD",12,0.13%,0.08%,,,,,
"MUTESA Fredrick  ,ZED",11,0.12%,0.08%,,,,,
"MAGANDE Ngandu P ,NMP",11,0.12%,0.08%,,,,,
,"9,437",,,32,0.34%,"9,469","14,658",64.60%
00000130 ITEZHITEZHI,,,,,,,,
"HICHILEMA Hakainde  ,UPND","7,520",62.24%,28.93%,,,,,
"BANDA Rupiah B ,MMD","3,582",29.64%,13.78%,,,,,
"SATA Micheal C ,PF",631,5.22%,2.43%,,,,,
"NAWAKWI Edith Z ,FDD",31,0.26%,0.12%,,,,,
"CHIPIMO Elias C ,NAREP",28,0.23%,0.11%,,,,,
"KAUNDA Tilyenji C ,UNIP",23,0.19%,0.09%,,,,,
"MIYANDA Godfrey K ,HERITAGE",20,0.17%,0.08%,,,,,
"MILUPI Charles L ,ADD",16,0.13%,0.06%,,,,,
"MUTESA Fredrick  ,ZED",6,0.05%,0.02%,,,,,
"MAGANDE Ngandu P ,NMP",5,0.04%,0.02%,,,,,
,"11,862",,,221,1.83%,"12,083","25,995",46.48%
00000131 NAMWALA,,,,,,,,
"HICHILEMA Hakainde  ,UPND","15,936",76.58%,43.38%,,,,,
"BANDA Rupiah B ,MMD","4,382",21.06%,11.93%,,,,,
"SATA Micheal C ,PF",280,1.35%,0.76%,,,,,
"MILUPI Charles L ,ADD",56,0.27%,0.15%,,,,,
"CHIPIMO Elias C ,NAREP",38,0.18%,0.10%,,,,,
"KAUNDA Tilyenji C ,UNIP",35,0.17%,0.10%,,,,,
"MAGANDE Ngandu P ,NMP",24,0.12%,0.07%,,,,,
"MIYANDA Godfrey K ,HERITAGE",20,0.10%,0.05%,,,,,
"NAWAKWI Edith Z ,FDD",14,0.07%,0.04%,,,,,
"MUTESA Fredrick  ,ZED",5,0.02%,0.01%,,,,,
,"20,790",,,19,0.09%,"20,809","36,732",56.65%
00000132 SIAVONGA,,,,,,,,
"HICHILEMA Hakainde  ,UPND","16,817",71.75%,44.36%,,,,,
"BANDA Rupiah B ,MMD","3,738",15.95%,9.86%,,,,,
"SATA Micheal C ,PF","1,660",7.08%,4.38%,,,,,
"KAUNDA Tilyenji C ,UNIP",145,0.62%,0.38%,,,,,
"MIYANDA Godfrey K ,HERITAGE",97,0.41%,0.26%,,,,,
"CHIPIMO Elias C ,NAREP",94,0.40%,0.25%,,,,,
"MAGANDE Ngandu P ,NMP",77,0.33%,0.20%,,,,,
"MILUPI Charles L ,ADD",51,0.22%,0.13%,,,,,
"MUTESA Fredrick  ,ZED",24,0.10%,0.06%,,,,,
"NAWAKWI Edith Z ,FDD",13,0.06%,0.03%,,,,,
,"22,716",,,723,3.08%,"23,439","37,908",61.83%
00000133 SINAZONGWE,,,,,,,,
"HICHILEMA Hakainde  ,UPND","19,082",77.49%,45.38%,,,,,
"BANDA Rupiah B ,MMD","4,048",16.44%,9.63%,,,,,
"SATA Micheal C ,PF",529,2.15%,1.26%,,,,,
"CHIPIMO Elias C ,NAREP",89,0.36%,0.21%,,,,,
"KAUNDA Tilyenji C ,UNIP",83,0.34%,0.20%,,,,,
"MIYANDA Godfrey K ,HERITAGE",50,0.20%,0.12%,,,,,
"MILUPI Charles L ,ADD",23,0.09%,0.05%,,,,,
"MAGANDE Ngandu P ,NMP",19,0.08%,0.05%,,,,,
"MUTESA Fredrick  ,ZED",13,0.05%,0.03%,,,,,
"NAWAKWI Edith Z ,FDD",11,0.04%,0.03%,,,,,
,"23,947",,,677,2.75%,"24,624","42,048",58.56%
00000134 KALABO CENTRAL,,,,,,,,
"HICHILEMA Hakainde  ,UPND","5,258",37.43%,18.69%,,,,,
"BANDA Rupiah B ,MMD","3,588",25.54%,12.76%,,,,,
"SATA Micheal C ,PF","2,665",18.97%,9.47%,,,,,
"MILUPI Charles L ,ADD","1,828",13.01%,6.50%,,,,,
"MIYANDA Godfrey K ,HERITAGE",100,0.71%,0.36%,,,,,
"CHIPIMO Elias C ,NAREP",73,0.52%,0.26%,,,,,
"KAUNDA Tilyenji C ,UNIP",64,0.46%,0.23%,,,,,
"NAWAKWI Edith Z ,FDD",60,0.43%,0.21%,,,,,
"MAGANDE Ngandu P ,NMP",44,0.31%,0.16%,,,,,
"MUTESA Fredrick  ,ZED",15,0.11%,0.05%,,,,,
,"13,695",,,351,2.50%,"14,046","28,130",49.93%
00000135 LIUWA,,,,,,,,
"BANDA Rupiah B ,MMD","3,048",38.63%,22.29%,,,,,
"MILUPI Charles L ,ADD","1,757",22.27%,12.85%,,,,,
"HICHILEMA Hakainde  ,UPND","1,589",20.14%,11.62%,,,,,
"SATA Micheal C ,PF","1,315",16.66%,9.61%,,,,,
"MIYANDA Godfrey K ,HERITAGE",58,0.74%,0.42%,,,,,
"CHIPIMO Elias C ,NAREP",31,0.39%,0.23%,,,,,
"NAWAKWI Edith Z ,FDD",27,0.34%,0.20%,,,,,
"MAGANDE Ngandu P ,NMP",26,0.33%,0.19%,,,,,
"KAUNDA Tilyenji C ,UNIP",24,0.30%,0.18%,,,,,
"MUTESA Fredrick  ,ZED",7,0.09%,0.05%,,,,,
,"7,882",,,9,0.11%,"7,891","13,677",57.70%
00000136 SIKONGO,,,,,,,,
"BANDA Rupiah B ,MMD","3,846",44.45%,19.64%,,,,,
"SATA Micheal C ,PF","2,414",27.90%,12.33%,,,,,
"HICHILEMA Hakainde  ,UPND","2,108",24.36%,10.77%,,,,,
"MILUPI Charles L ,ADD",92,1.06%,0.47%,,,,,
